Area_sqft,Bedrooms,Bathrooms,Location,Floors,Parking,House_Age,Price_Lakhs
1677.0,1,1.0,Chennai,1.0,1.0,5.0,108.0
1137.0,4,5.0,Delhi,1.0,0.0,3.0,143.79
1756.0,4,4.0,Bangalore,1.0,1.0,1.0,168.72
2504.0,5,5.0,Chennai,3.0,2.0,4.0,203.61
960.0,2,2.0,Bangalore,3.0,0.0,8.0,109.36
,5,4.0,,2.0,1.0,3.0,199.7
1197.0,2,1.0,Mumbai,2.0,2.0,10.0,124.41
2100.0,5,5.0,Bangalore,3.0,2.0,2.0,205.84
1615.0,3,4.0,Delhi,3.0,1.0,11.0,155.81
2327.0,3,2.0,Hyderabad,1.0,0.0,10.0,153.84
2719.0,3,4.0,Hyderabad,1.0,1.0,21.0,172.65
2215.0,3,3.0,Pune,2.0,2.0,14.0,154.32
1958.0,1,1.0,Chennai,,1.0,7.0,141.03
2018.0,3,2.0,Delhi,2.0,0.0,2.0,154.28
1200.0,4,4.0,Bangalore,3.0,2.0,9.0,136.05
1439.0,4,3.0,Hyderabad,1.0,1.0,16.0,119.85
1259.0,1,1.0,Delhi,2.0,0.0,13.0,98.34
1754.0,3,3.0,Hyderabad,2.0,2.0,9.0,132.53
1269.0,3,2.0,Bangalore,3.0,0.0,20.0,101.28
1845.0,3,2.0,Hyderabad,1.0,2.0,4.0,141.74
2493.0,5,4.0,Chennai,2.0,1.0,22.0,173.28
2885.0,2,2.0,Chennai,1.0,0.0,10.0,160.17
3077.0,5,5.0,Pune,2.0,2.0,22.0,204.62
1362.0,2,3.0,Pune,1.0,0.0,12.0,94.92
3285.0,3,2.0,Hyderabad,3.0,0.0,17.0,206.07
2599.0,3,3.0,Delhi,2.0,1.0,14.0,193.4
2874.0,5,5.0,Chennai,2.0,0.0,14.0,224.48
1025.0,5,4.0,Delhi,1.0,2.0,2.0,159.58
1597.0,2,3.0,Delhi,1.0,2.0,21.0,132.36
3131.0,4,3.0,Hyderabad,2.0,2.0,20.0,214.12
1759.0,2,3.0,Delhi,3.0,2.0,11.0,150.4
2304.0,5,5.0,Chennai,1.0,1.0,16.0,185.04
1252.0,5,5.0,Bangalore,1.0,0.0,19.0,150.69
1615.0,1,,Pune,1.0,1.0,23.0,92.24
1458.0,5,4.0,Bangalore,2.0,0.0,6.0,163.04
1346.0,1,1.0,Delhi,2.0,0.0,24.0,84.9
2015.0,4,3.0,Bangalore,2.0,0.0,19.0,150.15
816.0,2,3.0,Chennai,2.0,1.0,5.0,95.22
2043.0,2,2.0,Chennai,3.0,0.0,4.0,145.93
3005.0,1,1.0,Delhi,3.0,1.0,15.0,176.27
3324.0,2,1.0,Hyderabad,2.0,2.0,4.0,220.64
1869.0,5,5.0,Bangalore,3.0,2.0,20.0,177.49
3365.0,3,2.0,Hyderabad,1.0,0.0,10.0,197.88
2946.0,1,1.0,Hyderabad,1.0,1.0,24.0,154.58
2568.0,2,2.0,Mumbai,1.0,,22.0,174.16
1860.0,1,1.0,Delhi,,1.0,3.0,136.8
3127.0,1,1.0,Pune,1.0,1.0,5.0,158.97
,3,3.0,Chennai,3.0,0.0,6.0,225.02
1101.0,5,5.0,Chennai,2.0,2.0,21.0,140.54
980.0,1,1.0,Delhi,3.0,0.0,22.0,93.26
1406.0,2,3.0,Pune,1.0,0.0,8.0,109.47
1499.0,4,3.0,Chennai,1.0,2.0,7.0,142.15
1792.0,1,2.0,Delhi,1.0,2.0,21.0,114.91
1939.0,1,1.0,Chennai,2.0,1.0,10.0,127.92
990.0,3,2.0,Hyderabad,3.0,2.0,6.0,113.76
3100.0,5,4.0,Bangalore,2.0,1.0,14.0,220.62
1780.0,4,5.0,Bangalore,2.0,1.0,4.0,176.82
2806.0,2,3.0,Chennai,1.0,1.0,13.0,179.1
1984.0,4,3.0,Mumbai,2.0,2.0,20.0,174.76
927.0,2,3.0,Pune,2.0,0.0,17.0,85.62
2865.0,5,5.0,Pune,1.0,1.0,23.0,189.27
2616.0,2,3.0,Pune,2.0,0.0,7.0,176.07
2558.0,3,3.0,Hyderabad,1.0,0.0,4.0,167.72
3413.0,3,3.0,Pune,1.0,2.0,14.0,200.74
1369.0,3,4.0,Bangalore,1.0,0.0,3.0,132.7
2146.0,3,4.0,Hyderabad,1.0,0.0,24.0,154.29
2695.0,4,4.0,Delhi,2.0,2.0,5.0,222.19
1425.0,5,5.0,Pune,1.0,1.0,16.0,138.29
2486.0,2,1.0,Pune,1.0,0.0,23.0,139.65
954.0,2,1.0,Delhi,2.0,2.0,20.0,78.42
3337.0,3,3.0,Pune,2.0,0.0,4.0,203.21
2209.0,3,4.0,Delhi,3.0,0.0,24.0,160.61
1584.0,1,2.0,Hyderabad,2.0,1.0,24.0,111.1
1045.0,5,5.0,Bangalore,2.0,0.0,2.0,148.66
2300.0,4,5.0,Delhi,3.0,2.0,18.0,195.58
2505.0,2,1.0,Mumbai,2.0,0.0,19.0,168.78
1337.0,1,1.0,,2.0,1.0,19.0,111.51
2690.0,1,2.0,Pune,2.0,1.0,17.0,150.09
,2,1.0,Hyderabad,2.0,2.0,14.0,152.13
1720.0,4,5.0,Chennai,3.0,1.0,19.0,160.9
3255.0,1,1.0,Hyderabad,2.0,0.0,22.0,171.33
1324.0,1,1.0,Chennai,2.0,1.0,24.0,90.01
2329.0,5,5.0,Delhi,3.0,2.0,13.0,207.05
835.0,4,4.0,Bangalore,1.0,1.0,12.0,105.27
1484.0,1,1.0,Mumbai,3.0,1.0,6.0,133.2
819.0,4,3.0,Hyderabad,1.0,1.0,21.0,94.14
3168.0,2,1.0,Pune,3.0,2.0,4.0,194.84
3359.0,3,2.0,Chennai,3.0,1.0,19.0,215.89
1199.0,1,1.0,Pune,2.0,1.0,16.0,71.37
1771.0,5,4.0,Bangalore,1.0,0.0,13.0,160.58
2706.0,2,1.0,Chennai,2.0,2.0,4.0,165.02
3318.0,4,5.0,Hyderabad,1.0,1.0,23.0,194.19
1966.0,2,2.0,Delhi,3.0,2.0,17.0,148.48
1915.0,1,1.0,Pune,3.0,1.0,23.0,111.02
1633.0,4,5.0,Bangalore,1.0,1.0,1.0,166.67
2623.0,3,4.0,Hyderabad,2.0,1.0,18.0,176.89
,2,,Hyderabad,2.0,0.0,20.0,156.28
1653.0,1,1.0,Hyderabad,2.0,0.0,17.0,95.21
850.0,5,4.0,Hyderabad,2.0,0.0,15.0,124.79
1374.0,4,5.0,Chennai,3.0,2.0,11.0,139.34
1948.0,2,2.0,Hyderabad,3.0,2.0,22.0,146.73
2997.0,2,2.0,Pune,3.0,0.0,13.0,185.86
3161.0,3,3.0,Bangalore,3.0,2.0,1.0,220.9
3417.0,3,4.0,Chennai,3.0,1.0,17.0,211.33
3152.0,5,4.0,Hyderabad,2.0,1.0,6.0,236.42
2515.0,5,5.0,Mumbai,2.0,1.0,4.0,224.05
1481.0,1,2.0,Mumbai,2.0,0.0,20.0,104.28
1637.0,1,1.0,Bangalore,2.0,2.0,16.0,117.36
1877.0,5,4.0,Delhi,3.0,0.0,15.0,177.8
3291.0,5,4.0,Delhi,3.0,2.0,15.0,253.2
3460.0,4,4.0,Chennai,3.0,1.0,6.0,238.7
3111.0,3,2.0,Chennai,1.0,0.0,15.0,179.6
2395.0,1,,Chennai,2.0,2.0,14.0,156.73
804.0,3,2.0,Delhi,2.0,2.0,11.0,116.32
1926.0,3,4.0,Mumbai,3.0,1.0,7.0,181.94
2019.0,5,5.0,Delhi,2.0,0.0,9.0,187.14
1573.0,4,5.0,Pune,2.0,0.0,16.0,127.4
,2,3.0,Hyderabad,3.0,0.0,5.0,129.56
1791.0,4,3.0,Chennai,1.0,1.0,20.0,142.68
846.0,4,3.0,Mumbai,1.0,0.0,10.0,116.61
1068.0,3,4.0,Bangalore,1.0,1.0,18.0,98.01
1169.0,4,3.0,Bangalore,3.0,1.0,3.0,165.17
1435.0,1,1.0,Hyderabad,2.0,1.0,13.0,86.47
1929.0,3,3.0,Mumbai,3.0,2.0,11.0,193.06
2493.0,1,1.0,Delhi,3.0,0.0,17.0,151.13
2482.0,2,2.0,Delhi,2.0,0.0,22.0,157.41
1456.0,3,2.0,Pune,1.0,1.0,13.0,105.74
919.0,2,3.0,Pune,1.0,1.0,6.0,95.82
1630.0,3,,Delhi,3.0,0.0,17.0,134.23
2610.0,5,5.0,Bangalore,1.0,1.0,13.0,189.33
1881.0,4,3.0,Chennai,3.0,0.0,19.0,159.33
2774.0,5,4.0,Bangalore,3.0,2.0,21.0,204.6
2169.0,2,2.0,Pune,2.0,1.0,19.0,140.37
1540.0,4,5.0,Hyderabad,2.0,0.0,10.0,137.62
916.0,3,3.0,Delhi,2.0,,3.0,124.49
2653.0,4,5.0,Pune,3.0,0.0,14.0,205.65
1950.0,1,1.0,Pune,2.0,0.0,19.0,104.33
2731.0,4,5.0,Chennai,1.0,1.0,5.0,185.43
1812.0,1,1.0,Delhi,1.0,2.0,5.0,144.05
2464.0,4,3.0,Chennai,3.0,0.0,20.0,179.29
1881.0,1,1.0,Delhi,3.0,,17.0,122.26
1433.0,2,2.0,Chennai,2.0,0.0,,97.94
1312.0,5,5.0,Bangalore,3.0,2.0,10.0,150.15
1919.0,3,3.0,Hyderabad,3.0,2.0,,170.72
1941.0,4,5.0,Hyderabad,1.0,1.0,4.0,163.87
1359.0,5,4.0,Delhi,1.0,2.0,6.0,145.01
1287.0,3,4.0,Mumbai,2.0,1.0,4.0,151.42
1696.0,3,2.0,Pune,3.0,1.0,7.0,127.84
2012.0,1,2.0,Pune,3.0,2.0,7.0,127.7
1503.0,2,2.0,,1.0,1.0,18.0,112.79
2270.0,2,3.0,Chennai,3.0,2.0,3.0,167.44
1380.0,5,5.0,Mumbai,1.0,1.0,1.0,162.25
3094.0,2,1.0,Bangalore,2.0,2.0,24.0,191.11
953.0,4,4.0,Chennai,1.0,2.0,4.0,125.1
2479.0,2,3.0,Chennai,3.0,1.0,6.0,167.83
1796.0,5,5.0,Delhi,2.0,0.0,9.0,169.39
2043.0,2,3.0,Delhi,1.0,1.0,22.0,141.62
1892.0,4,5.0,Pune,1.0,2.0,14.0,163.14
1808.0,1,1.0,Delhi,2.0,0.0,12.0,128.72
2941.0,5,,Delhi,2.0,1.0,20.0,230.81
2573.0,1,1.0,Delhi,1.0,1.0,24.0,142.74
1757.0,1,2.0,Pune,3.0,1.0,4.0,100.47
1252.0,1,1.0,Bangalore,1.0,,21.0,91.52
2027.0,3,3.0,Bangalore,2.0,2.0,24.0,148.68
3065.0,3,4.0,Delhi,1.0,1.0,12.0,214.65
